Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2007,3rd Qtr,Private,6,115210,Support Activities for Animal Production,635,"3,129","3,158","3,135","3,096","22,280,853.00",548
California - Statewide,California,2007,3rd Qtr,Private,4,1153,Support Activities for Forestry,108,"1,539","1,560","1,550","1,507","13,973,442.00",698
California - Statewide,California,2007,3rd Qtr,Private,6,115310,Support Activities for Forestry,108,"1,539","1,560","1,550","1,507","13,973,442.00",698
California - Statewide,California,2007,3rd Qtr,Private,5,11242,Goat Farming,26,143,140,143,147,"987,232.00",530
California - Statewide,California,2007,3rd Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,46,355,350,367,348,"2,593,797.00",562
California - Statewide,California,2007,3rd Qtr,Private,6,112512,Shellfish Farming,15,154,152,155,156,"1,317,467.00",657
California - Statewide,California,2007,3rd Qtr,Private,4,1129,Other Animal Production,378,"2,027","1,987","2,096","1,998","15,457,228.00",587
California - Statewide,California,2007,3rd Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,6,73,74,73,74,"633,849.00",662
California - Statewide,California,2007,3rd Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,6,73,74,73,74,"633,849.00",662
California - Statewide,California,2007,3rd Qtr,Private,4,1131,Timber Tract Operations,17,22,21,21,24,"112,127.00",392
California - Statewide,California,2007,3rd Qtr,Private,5,11311,Timber Tract Operations,17,22,21,21,24,"112,127.00",392
California - Statewide,California,2007,3rd Qtr,Private,6,113110,Timber Tract Operations,17,22,21,21,24,"112,127.00",392
California - Statewide,California,2007,3rd Qtr,Private,6,113310,Logging,309,"2,903","2,846","2,950","2,914","33,203,388.00",880
California - Statewide,California,2007,3rd Qtr,Private,5,11411,Fishing,195,528,519,538,529,"5,980,596.00",870
California - Statewide,California,2007,3rd Qtr,Private,6,114111,Finfish Fishing,145,368,358,374,372,"4,717,194.00",986
California - Statewide,California,2007,3rd Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",670,"9,193","9,346","9,231","9,002","73,702,913.00",617
California - Statewide,California,2007,3rd Qtr,Private,5,11531,Support Activities for Forestry,108,"1,539","1,560","1,550","1,507","13,973,442.00",698
California - Statewide,California,2007,3rd Qtr,Private,4,1113,Fruit and Tree Nut Farming,"6,321","102,710","100,985","102,442","104,705","593,703,331.00",445
California - Statewide,California,2007,3rd Qtr,Private,6,111419,Other Food Crops Grown Under Cover,85,"1,971","2,023","1,997","1,894","13,390,262.00",522
California - Statewide,California,2007,3rd Qtr,Private,4,1119,Other Crop Farming,"1,691","17,173","17,475","17,246","16,798","120,237,468.00",539
California - Statewide,California,2007,3rd Qtr,Private,3,112,Animal Production,"3,077","30,588","30,504","30,724","30,536","213,987,547.00",538
California - Statewide,California,2007,3rd Qtr,Private,4,1122,Hog and Pig Farming,12,82,79,80,88,"513,906.00",480
California - Statewide,California,2007,3rd Qtr,Private,6,115116,Farm Management Services,368,"10,882","10,971","10,567","11,109","75,267,132.00",532
California - Statewide,California,2007,3rd Qtr,Private,4,1152,Support Activities for Animal Production,635,"3,129","3,158","3,135","3,096","22,280,853.00",548
California - Statewide,California,2007,3rd Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",314,"8,944","8,410","9,009","9,413","51,143,421.00",440
California - Statewide,California,2007,3rd Qtr,Private,6,112420,Goat Farming,26,143,140,143,147,"987,232.00",530
California - Statewide,California,2007,3rd Qtr,Private,4,1125,Animal Aquaculture,67,568,573,592,539,"4,387,593.00",594
California - Statewide,California,2007,3rd Qtr,Private,5,11299,All Other Animal Production,119,845,830,868,837,"6,718,846.00",612
California - Statewide,California,2007,3rd Qtr,Private,3,113,Forestry and Logging,356,"3,542","3,374","3,614","3,639","37,890,876.00",823
California - Statewide,California,2007,3rd Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,30,617,507,643,701,"4,575,361.00",570
California - Statewide,California,2007,3rd Qtr,Private,4,1151,Support Activities for Crop Production,"2,951","208,060","206,947","208,493","208,741","1,078,375,854.00",399
California - Statewide,California,2007,4th Qtr,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","18,156","376,976","419,534","365,027","346,369","2,305,627,813.00",470
California - Statewide,California,2007,4th Qtr,Private,5,11115,Corn Farming,49,286,301,280,277,"2,997,640.00",806
California - Statewide,California,2007,4th Qtr,Private,5,11121,Vegetable and Melon Farming,940,"31,653","37,683","32,282","24,994","253,787,069.00",617
California - Statewide,California,2007,4th Qtr,Private,6,111211,Potato Farming,46,969,"1,189",854,864,"7,058,187.00",560
California - Statewide,California,2007,4th Qtr,Private,6,111320,Citrus (except Orange) Groves,206,"2,257","2,322","2,054","2,395","13,268,178.00",452
California - Statewide,California,2007,4th Qtr,Private,6,111333,Strawberry Farming,393,"21,783","25,202","22,867","17,280","102,106,583.00",361
California - Statewide,California,2007,4th Qtr,Private,4,1114,Greenhouse and Nursery Production,"1,153","34,457","35,452","33,654","34,267","260,510,288.00",582
California - Statewide,California,2007,4th Qtr,Private,5,11142,Nursery and Floriculture Production,"1,029","29,767","30,742","28,957","29,604","223,929,199.00",579
California - Statewide,California,2007,4th Qtr,Private,6,111940,Hay Farming,405,"2,565","2,823","2,547","2,327","20,186,370.00",605
California - Statewide,California,2007,4th Qtr,Private,5,11199,All Other Crop Farming,845,"8,678","9,756","8,390","7,889","64,918,379.00",575
California - Statewide,California,2007,4th Qtr,Private,4,1121,Cattle Ranching and Farming,"2,330","23,978","24,116","23,970","23,848","185,062,995.00",594
California - Statewide,California,2007,4th Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,545","18,366","18,451","18,358","18,291","141,475,963.00",593
California - Statewide,California,2007,4th Qtr,Private,5,11221,Hog and Pig Farming,12,86,89,87,82,"586,838.00",525
California - Statewide,California,2007,4th Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,24,274,282,264,277,"1,610,162.00",451
California - Statewide,California,2007,4th Qtr,Private,5,11233,Turkey Production,42,518,514,518,523,"3,502,398.00",520
California - Statewide,California,2007,4th Qtr,Private,6,112330,Turkey Production,42,518,514,518,523,"3,502,398.00",520
California - Statewide,California,2007,4th Qtr,Private,5,11239,Other Poultry Production,26,301,306,306,292,"2,325,455.00",594
California - Statewide,California,2007,4th Qtr,Private,6,111140,Wheat Farming,38,186,199,179,180,"1,268,783.00",525
California - Statewide,California,2007,4th Qtr,Private,5,11116,Rice Farming,513,"1,404","1,846","1,321","1,045","11,759,008.00",644
California - Statewide,California,2007,4th Qtr,Private,5,11119,Other Grain Farming,83,476,527,478,425,"3,600,576.00",581
California - Statewide,California,2007,4th Qtr,Private,6,111199,All Other Grain Farming,54,356,393,346,330,"2,687,984.00",580
California - Statewide,California,2007,4th Qtr,Private,4,1113,Fruit and Tree Nut Farming,"6,326","86,153","99,377","80,441","78,641","490,449,265.00",438
California - Statewide,California,2007,4th Qtr,Private,6,111419,Other Food Crops Grown Under Cover,88,"2,090","2,117","2,095","2,058","14,489,533.00",533
California - Statewide,California,2007,4th Qtr,Private,4,1119,Other Crop Farming,"1,683","15,628","17,372","15,387","14,127","121,542,840.00",598
California - Statewide,California,2007,4th Qtr,Private,3,112,Animal Production,"3,076","30,429","30,620","30,447","30,220","233,765,855.00",591
California - Statewide,California,2007,4th Qtr,Private,4,1122,Hog and Pig Farming,12,86,89,87,82,"586,838.00",525
California - Statewide,California,2007,4th Qtr,Private,3,111,Crop Production,"10,812","170,430","193,015","164,227","154,048","1,146,893,682.00",518
California - Statewide,California,2007,4th Qtr,Private,5,11113,Dry Pea and Bean Farming,18,165,230,187,80,"817,459.00",380
California - Statewide,California,2007,4th Qtr,Private,4,1112,Vegetable and Melon Farming,940,"31,653","37,683","32,282","24,994","253,787,069.00",617
California - Statewide,California,2007,4th Qtr,Private,6,111219,Other Vegetable and Melon Farming,894,"30,684","36,494","31,428","24,130","246,728,882.00",619
California - Statewide,California,2007,4th Qtr,Private,6,111310,Orange Groves,264,"2,310","2,594","1,989","2,348","17,710,663.00",590
California - Statewide,California,2007,4th Qtr,Private,5,11132,Citrus (except Orange) Groves,206,"2,257","2,322","2,054","2,395","13,268,178.00",452
California - Statewide,California,2007,4th Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,856","81,585","94,461","76,398","73,898","459,470,424.00",433
California - Statewide,California,2007,4th Qtr,Private,6,111331,Apple Orchards,118,"1,030","1,270",985,835,"4,407,028.00",329
California - Statewide,California,2007,4th Qtr,Private,6,111334,Berry (except Strawberry) Farming,102,"3,490","4,049","3,129","3,293","16,808,429.00",370
California - Statewide,California,2007,4th Qtr,Private,5,11141,Food Crops Grown Under Cover,124,"4,690","4,710","4,697","4,663","36,581,089.00",600
California - Statewide,California,2007,4th Qtr,Private,6,111422,Floriculture Production,412,"10,439","10,209","10,612","10,497","73,196,488.00",539
California - Statewide,California,2007,4th Qtr,Private,5,11194,Hay Farming,405,"2,565","2,823","2,547","2,327","20,186,370.00",605
California - Statewide,California,2007,4th Qtr,Private,6,112111,Beef Cattle Ranching and Farming,730,"4,654","4,699","4,664","4,599","35,082,060.00",580
California - Statewide,California,2007,4th Qtr,Private,4,1123,Poultry and Egg Production,189,"3,242","3,399","3,195","3,132","22,723,916.00",539
California - Statewide,California,2007,4th Qtr,Private,5,11231,Chicken Egg Production,69,"1,546","1,576","1,534","1,529","11,611,334.00",578
California - Statewide,California,2007,4th Qtr,Private,5,11234,Poultry Hatcheries,28,601,721,573,511,"3,674,567.00",470
California - Statewide,California,2007,4th Qtr,Private,6,112390,Other Poultry Production,26,301,306,306,292,"2,325,455.00",594
California - Statewide,California,2007,4th Qtr,Private,5,11242,Goat Farming,26,156,158,151,160,"1,238,903.00",610
California - Statewide,California,2007,4th Qtr,Private,6,112420,Goat Farming,26,156,158,151,160,"1,238,903.00",610
California - Statewide,California,2007,4th Qtr,Private,4,1125,Animal Aquaculture,64,551,523,565,565,"6,445,631.00",900
California - Statewide,California,2007,4th Qtr,Private,5,11299,All Other Animal Production,118,"1,001",854,"1,102","1,049","7,398,829.00",568
California - Statewide,California,2007,4th Qtr,Private,3,113,Forestry and Logging,357,"2,985","3,510","2,985","2,461","28,811,116.00",742
California - Statewide,California,2007,4th Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,31,537,671,492,450,"4,293,632.00",614
California - Statewide,California,2007,4th Qtr,Private,4,1151,Support Activities for Crop Production,"2,957","168,042","187,241","162,285","154,600","850,367,944.00",389
California - Statewide,California,2007,4th Qtr,Private,6,115116,Farm Management Services,369,"8,465","10,113","8,063","7,220","68,488,356.00",622
California - Statewide,California,2007,4th Qtr,Private,4,1152,Support Activities for Animal Production,637,"3,071","3,064","3,093","3,056","22,821,030.00",572
California - Statewide,California,2007,4th Qtr,Private,4,1111,Oilseed and Grain Farming,710,"2,537","3,131","2,463","2,019","20,604,220.00",625
California - Statewide,California,2007,4th Qtr,Private,6,111130,Dry Pea and Bean Farming,18,165,230,187,80,"817,459.00",380
California - Statewide,California,2007,4th Qtr,Private,5,11114,Wheat Farming,38,186,199,179,180,"1,268,783.00",525
California - Statewide,California,2007,4th Qtr,Private,6,111150,Corn Farming,49,286,301,280,277,"2,997,640.00",806
California - Statewide,California,2007,4th Qtr,Private,6,111160,Rice Farming,513,"1,404","1,846","1,321","1,045","11,759,008.00",644
California - Statewide,California,2007,4th Qtr,Private,6,111191,Oilseed and Grain Combination Farming,29,120,134,132,95,"912,592.00",583
California - Statewide,California,2007,4th Qtr,Private,5,11131,Orange Groves,264,"2,310","2,594","1,989","2,348","17,710,663.00",590
California - Statewide,California,2007,4th Qtr,Private,6,111332,Grape Vineyards,"2,239","27,386","32,290","23,011","26,858","163,580,731.00",459
California - Statewide,California,2007,4th Qtr,Private,6,111335,Tree Nut Farming,"1,494","13,091","14,427","12,588","12,259","92,836,480.00",545
California - Statewide,California,2007,4th Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,300,"3,668","4,028","3,482","3,496","22,202,515.00",466
California - Statewide,California,2007,4th Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,210","11,136","13,195","10,336","9,877","57,528,658.00",397
California - Statewide,California,2007,4th Qtr,Private,6,111411,Mushroom Production,36,"2,600","2,593","2,602","2,605","22,091,556.00",654
California - Statewide,California,2007,4th Qtr,Private,6,111421,Nursery and Tree Production,617,"19,328","20,533","18,345","19,107","150,732,711.00",600
California - Statewide,California,2007,4th Qtr,Private,5,11192,Cotton Farming,433,"4,384","4,793","4,450","3,911","36,438,091.00",639
California - Statewide,California,2007,4th Qtr,Private,6,111920,Cotton Farming,433,"4,384","4,793","4,450","3,911","36,438,091.00",639
California - Statewide,California,2007,4th Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,827,"8,468","9,540","8,179","7,687","63,120,633.00",573
California - Statewide,California,2007,4th Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",785,"5,611","5,665","5,612","5,557","43,587,032.00",598
California - Statewide,California,2007,4th Qtr,Private,6,112112,Cattle Feedlots,55,957,966,948,958,"8,504,972.00",683
California - Statewide,California,2007,4th Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,545","18,366","18,451","18,358","18,291","141,475,963.00",593
California - Statewide,California,2007,4th Qtr,Private,6,112210,Hog and Pig Farming,12,86,89,87,82,"586,838.00",525
California - Statewide,California,2007,4th Qtr,Private,6,112310,Chicken Egg Production,69,"1,546","1,576","1,534","1,529","11,611,334.00",578
California - Statewide,California,2007,4th Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,24,274,282,264,277,"1,610,162.00",451
California - Statewide,California,2007,4th Qtr,Private,6,112340,Poultry Hatcheries,28,601,721,573,511,"3,674,567.00",470
California - Statewide,California,2007,4th Qtr,Private,4,1124,Sheep and Goat Farming,97,491,497,475,501,"3,150,681.00",494
California - Statewide,California,2007,4th Qtr,Private,5,11241,Sheep Farming,71,334,339,324,341,"1,911,778.00",439
California - Statewide,California,2007,4th Qtr,Private,6,112410,Sheep Farming,71,334,339,324,341,"1,911,778.00",439
California - Statewide,California,2007,4th Qtr,Private,5,11251,Animal Aquaculture,64,551,523,565,565,"6,445,631.00",900
California - Statewide,California,2007,4th Qtr,Private,5,11291,Apiculture,97,470,524,443,444,"4,051,621.00",663
California - Statewide,California,2007,4th Qtr,Private,5,11292,Horse and Other Equine Production,162,535,544,535,526,"3,736,603.00",537
California - Statewide,California,2007,4th Qtr,Private,6,112920,Horse and Other Equine Production,162,535,544,535,526,"3,736,603.00",537
California - Statewide,California,2007,4th Qtr,Private,6,112990,All Other Animal Production,118,"1,001",854,"1,102","1,049","7,398,829.00",568
California - Statewide,California,2007,4th Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,31,537,671,492,450,"4,293,632.00",614
California - Statewide,California,2007,4th Qtr,Private,5,11331,Logging,309,"2,427","2,820","2,473","1,988","24,203,369.00",767
California - Statewide,California,2007,4th Qtr,Private,4,1141,Fishing,194,536,510,481,618,"8,808,813.00","1,263.00"
California - Statewide,California,2007,4th Qtr,Private,6,114112,Shellfish Fishing,49,163,153,150,186,"1,783,378.00",842
California - Statewide,California,2007,4th Qtr,Private,4,1142,Hunting and Trapping,14,48,47,50,49,"270,947.00",428
California - Statewide,California,2007,4th Qtr,Private,5,11421,Hunting and Trapping,14,48,47,50,49,"270,947.00",428
California - Statewide,California,2007,4th Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,703","172,547","191,832","166,837","158,973","887,077,400.00",395
California - Statewide,California,2007,4th Qtr,Private,6,115114,Postharvest Crop Activities,525,"31,125","35,670","31,636","26,071","235,394,464.00",582
California - Statewide,California,2007,4th Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,034","111,694","123,293","105,747","106,043","430,597,800.00",297
California - Statewide,California,2007,4th Qtr,Private,5,11521,Support Activities for Animal Production,637,"3,071","3,064","3,093","3,056","22,821,030.00",572
California - Statewide,California,2007,4th Qtr,Private,6,115210,Support Activities for Animal Production,637,"3,071","3,064","3,093","3,056","22,821,030.00",572
California - Statewide,California,2007,4th Qtr,Private,4,1153,Support Activities for Forestry,109,"1,434","1,527","1,459","1,317","13,888,426.00",745
California - Statewide,California,2007,4th Qtr,Private,6,115310,Support Activities for Forestry,109,"1,434","1,527","1,459","1,317","13,888,426.00",745
California - Statewide,California,2007,4th Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,45,376,343,389,396,"4,928,769.00","1,008.00"
California - Statewide,California,2007,4th Qtr,Private,6,112512,Shellfish Farming,13,143,146,145,140,"1,100,140.00",589
California - Statewide,California,2007,4th Qtr,Private,4,1129,Other Animal Production,384,"2,081","1,996","2,155","2,092","15,795,794.00",584
California - Statewide,California,2007,4th Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,7,74,74,75,73,"608,741.00",633
California - Statewide,California,2007,4th Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,7,74,74,75,73,"608,741.00",633
California - Statewide,California,2007,4th Qtr,Private,4,1131,Timber Tract Operations,17,20,19,20,23,"314,115.00","1,169.00"
California - Statewide,California,2007,4th Qtr,Private,5,11311,Timber Tract Operations,17,20,19,20,23,"314,115.00","1,169.00"
California - Statewide,California,2007,4th Qtr,Private,6,113110,Timber Tract Operations,17,20,19,20,23,"314,115.00","1,169.00"
California - Statewide,California,2007,4th Qtr,Private,6,113310,Logging,309,"2,427","2,820","2,473","1,988","24,203,369.00",767
California - Statewide,California,2007,4th Qtr,Private,5,11411,Fishing,194,536,510,481,618,"8,808,813.00","1,263.00"
California - Statewide,California,2007,4th Qtr,Private,6,114111,Finfish Fishing,145,373,357,331,432,"7,025,435.00","1,448.00"
California - Statewide,California,2007,4th Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",667,"8,222","9,074","7,943","7,649","67,018,635.00",627
California - Statewide,California,2007,4th Qtr,Private,5,11531,Support Activities for Forestry,109,"1,434","1,527","1,459","1,317","13,888,426.00",745
California - Statewide,California,2007,4th Qtr,Private,6,112519,Other Animal Aquaculture,6,31,34,31,29,"416,722.00","1,023.00"
California - Statewide,California,2007,4th Qtr,Private,6,112910,Apiculture,97,470,524,443,444,"4,051,621.00",663
California - Statewide,California,2007,4th Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,31,537,671,492,450,"4,293,632.00",614
California - Statewide,California,2007,4th Qtr,Private,4,1133,Logging,309,"2,427","2,820","2,473","1,988","24,203,369.00",767
California - Statewide,California,2007,4th Qtr,Private,3,114,"Fishing, Hunting and Trapping",208,585,557,531,667,"9,079,760.00","1,194.00"
California - Statewide,California,2007,4th Qtr,Private,6,114210,Hunting and Trapping,14,48,47,50,49,"270,947.00",428
California - Statewide,California,2007,4th Qtr,Private,5,11511,Support Activities for Crop Production,"2,957","168,042","187,241","162,285","154,600","850,367,944.00",389
California - Statewide,California,2007,4th Qtr,Private,6,115111,Cotton Ginning,47,853,814,966,779,"8,278,031.00",747
California - Statewide,California,2007,4th Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",315,"7,681","8,277","7,930","6,838","40,590,658.00",406
California - Statewide,California,2007,4th Qtr,Local Government,3,115,Agriculture & Forestry Support Activity,6,82,91,81,76,"815,870.00",759
California - Statewide,California,2007,4th Qtr,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",9,86,95,85,80,"860,509.00",764
California - Statewide,California,2007,Annual,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",9,86,0,0,0,"3,569,034.00",800
California - Statewide,California,2007,Annual,Local Government,3,115,Agriculture & Forestry Support Activity,6,82,0,0,0,"3,422,579.00",799
California - Statewide,California,2007,Annual,Private,4,1111,Oilseed and Grain Farming,708,"2,410",0,0,0,"70,240,118.00",560
California - Statewide,California,2007,Annual,Private,6,111130,Dry Pea and Bean Farming,18,144,0,0,0,"3,048,708.00",407
California - Statewide,California,2007,Annual,Private,5,11114,Wheat Farming,39,191,0,0,0,"5,300,931.00",533
California - Statewide,California,2007,Annual,Private,6,111150,Corn Farming,49,280,0,0,0,"11,305,066.00",776
California - Statewide,California,2007,Annual,Private,6,111160,Rice Farming,511,"1,291",0,0,0,"36,329,547.00",541
California - Statewide,California,2007,Annual,Private,6,111191,Oilseed and Grain Combination Farming,29,127,0,0,0,"3,759,492.00",570
California - Statewide,California,2007,Annual,Private,5,11131,Orange Groves,266,"2,297",0,0,0,"58,836,631.00",493
California - Statewide,California,2007,Annual,Private,6,111332,Grape Vineyards,"2,238","27,974",0,0,0,"646,512,226.00",444
California - Statewide,California,2007,Annual,Private,6,111335,Tree Nut Farming,"1,481","11,601",0,0,0,"302,278,623.00",501
California - Statewide,California,2007,Annual,Private,6,111336,Fruit and Tree Nut Combination Farming,299,"3,908",0,0,0,"87,396,306.00",430
California - Statewide,California,2007,Annual,Private,6,111339,Other Noncitrus Fruit Farming,"1,195","12,380",0,0,0,"253,478,649.00",394
California - Statewide,California,2007,Annual,Private,6,111411,Mushroom Production,36,"2,629",0,0,0,"84,467,858.00",618
California - Statewide,California,2007,Annual,Private,6,111421,Nursery and Tree Production,614,"19,187",0,0,0,"577,940,539.00",579
California - Statewide,California,2007,Annual,Private,5,11192,Cotton Farming,436,"4,119",0,0,0,"125,050,058.00",584
California - Statewide,California,2007,Annual,Private,6,111920,Cotton Farming,436,"4,119",0,0,0,"125,050,058.00",584
California - Statewide,California,2007,Annual,Private,6,111998,All Other Miscellaneous Crop Farming,833,"8,535",0,0,0,"224,442,489.00",506
California - Statewide,California,2007,Annual,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",777,"5,466",0,0,0,"158,460,596.00",558
California - Statewide,California,2007,Annual,Private,6,112112,Cattle Feedlots,55,943,0,0,0,"30,394,383.00",620
California - Statewide,California,2007,Annual,Private,5,11212,Dairy Cattle and Milk Production,"1,550","18,002",0,0,0,"509,939,337.00",545
California - Statewide,California,2007,Annual,Private,6,112210,Hog and Pig Farming,13,80,0,0,0,"2,018,728.00",487
California - Statewide,California,2007,Annual,Private,6,112310,Chicken Egg Production,70,"1,572",0,0,0,"45,252,812.00",554
California - Statewide,California,2007,Annual,Private,5,11232,Broiler and Meat Type Chicken Production,25,264,0,0,0,"5,975,779.00",436
California - Statewide,California,2007,Annual,Private,6,112340,Poultry Hatcheries,26,610,0,0,0,"13,981,777.00",441
California - Statewide,California,2007,Annual,Private,4,1124,Sheep and Goat Farming,96,465,0,0,0,"10,841,377.00",449
California - Statewide,California,2007,Annual,Private,5,11241,Sheep Farming,71,321,0,0,0,"6,728,522.00",403
California - Statewide,California,2007,Annual,Private,6,112410,Sheep Farming,71,321,0,0,0,"6,728,522.00",403
California - Statewide,California,2007,Annual,Private,5,11251,Animal Aquaculture,67,566,0,0,0,"19,256,272.00",654
California - Statewide,California,2007,Annual,Private,5,11291,Apiculture,95,550,0,0,0,"16,299,323.00",569
California - Statewide,California,2007,Annual,Private,5,11292,Horse and Other Equine Production,157,535,0,0,0,"14,344,419.00",516
California - Statewide,California,2007,Annual,Private,6,112920,Horse and Other Equine Production,157,535,0,0,0,"14,344,419.00",516
California - Statewide,California,2007,Annual,Private,6,112990,All Other Animal Production,117,911,0,0,0,"27,097,108.00",572
California - Statewide,California,2007,Annual,Private,5,11321,Forest Nursery/Gathering Forest Products,29,533,0,0,0,"16,114,399.00",581
California - Statewide,California,2007,Annual,Private,5,11331,Logging,309,"2,248",0,0,0,"91,300,828.00",781
California - Statewide,California,2007,Annual,Private,4,1141,Fishing,197,543,0,0,0,"28,155,377.00",997
California - Statewide,California,2007,Annual,Private,6,114112,Shellfish Fishing,51,177,0,0,0,"6,828,092.00",741
California - Statewide,California,2007,Annual,Private,4,1142,Hunting and Trapping,15,48,0,0,0,"1,116,513.00",444
California - Statewide,California,2007,Annual,Private,5,11421,Hunting and Trapping,15,48,0,0,0,"1,116,513.00",444
California - Statewide,California,2007,Annual,Private,3,115,Agriculture & Forestry Support Activity,"3,673","180,454",0,0,0,"3,680,429,524.00",392
California - Statewide,California,2007,Annual,Private,6,115114,Postharvest Crop Activities,528,"32,140",0,0,0,"919,093,000.00",550
California - Statewide,California,2007,Annual,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,016","117,854",0,0,0,"1,909,555,828.00",312
California - Statewide,California,2007,Annual,Private,5,11521,Support Activities for Animal Production,630,"3,087",0,0,0,"86,412,735.00",538
California - Statewide,California,2007,Annual,Private,6,115210,Support Activities for Animal Production,630,"3,087",0,0,0,"86,412,735.00",538
California - Statewide,California,2007,Annual,Private,4,1153,Support Activities for Forestry,107,"1,381",0,0,0,"50,769,912.00",707
California - Statewide,California,2007,Annual,Private,6,115310,Support Activities for Forestry,107,"1,381",0,0,0,"50,769,912.00",707
California - Statewide,California,2007,Annual,Private,6,111140,Wheat Farming,39,191,0,0,0,"5,300,931.00",533
California - Statewide,California,2007,Annual,Private,5,11116,Rice Farming,511,"1,291",0,0,0,"36,329,547.00",541
California - Statewide,California,2007,Annual,Private,5,11119,Other Grain Farming,83,484,0,0,0,"13,605,474.00",540
California - Statewide,California,2007,Annual,Private,6,111199,All Other Grain Farming,54,357,0,0,0,"9,845,982.00",530
California - Statewide,California,2007,Annual,Private,4,1113,Fruit and Tree Nut Farming,"6,292","88,279",0,0,0,"1,971,873,956.00",430
California - Statewide,California,2007,Annual,Private,6,111419,Other Food Crops Grown Under Cover,87,"1,983",0,0,0,"50,921,164.00",494
California - Statewide,California,2007,Annual,Private,4,1119,Other Crop Farming,"1,690","15,413",0,0,0,"432,317,487.00",539
California - Statewide,California,2007,Annual,Private,3,112,Animal Production,"3,071","29,955",0,0,0,"848,164,799.00",545
California - Statewide,California,2007,Annual,Private,4,1122,Hog and Pig Farming,13,80,0,0,0,"2,018,728.00",487
California - Statewide,California,2007,Annual,Private,6,112420,Goat Farming,26,144,0,0,0,"4,112,855.00",551
California - Statewide,California,2007,Annual,Private,4,1125,Animal Aquaculture,67,566,0,0,0,"19,256,272.00",654
California - Statewide,California,2007,Annual,Private,5,11299,All Other Animal Production,117,911,0,0,0,"27,097,108.00",572
California - Statewide,California,2007,Annual,Private,3,113,Forestry and Logging,354,"2,802",0,0,0,"108,036,949.00",741
California - Statewide,California,2007,Annual,Private,4,1132,Forest Nursery/Gathering Forest Products,29,533,0,0,0,"16,114,399.00",581
California - Statewide,California,2007,Annual,Private,4,1151,Support Activities for Crop Production,"2,937","175,985",0,0,0,"3,543,246,877.00",387
California - Statewide,California,2007,Annual,Private,6,115116,Farm Management Services,365,"9,624",0,0,0,"273,703,747.00",547
California - Statewide,California,2007,Annual,Private,4,1152,Support Activities for Animal Production,630,"3,087",0,0,0,"86,412,735.00",538
California - Statewide,California,2007,Annual,Private,3,111,Crop Production,"10,773","172,222",0,0,0,"4,416,340,060.00",493
California - Statewide,California,2007,Annual,Private,5,11113,Dry Pea and Bean Farming,18,144,0,0,0,"3,048,708.00",407
California - Statewide,California,2007,Annual,Private,4,1112,Vegetable and Melon Farming,929,"31,955",0,0,0,"943,387,200.00",568
California - Statewide,California,2007,Annual,Private,6,111219,Other Vegetable and Melon Farming,885,"30,892",0,0,0,"917,258,460.00",571
California - Statewide,California,2007,Annual,Private,6,111310,Orange Groves,266,"2,297",0,0,0,"58,836,631.00",493
California - Statewide,California,2007,Annual,Private,5,11132,Citrus (except Orange) Groves,205,"2,147",0,0,0,"47,690,069.00",427
California - Statewide,California,2007,Annual,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,821","83,836",0,0,0,"1,865,347,256.00",428
California - Statewide,California,2007,Annual,Private,6,111331,Apple Orchards,118,835,0,0,0,"13,957,470.00",322
