Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield (Unit/Acre), Production, Price (Dollars/Unit), Unit, Value (Dollars)
2020,181999,HAY ALFALFA ,19,Fresno ,40100,6.86,275000,209,Tons ,57475000
2020,181999,HAY ALFALFA ,21,Glenn ,8520,6.57,56000,181.98,Tons ,10191000
2020,181999,HAY ALFALFA ,25,Imperial ,144000,7.88,1135000,176.6,Tons ,200441000
2020,181999,HAY ALFALFA ,27,Inyo ,  ,  ,15600,200.38,Tons ,3126000
2020,181999,HAY ALFALFA ,29,Kern ,56300,8.56,482000,188.86,Tons ,91032000
2020,181999,HAY ALFALFA ,31,Kings ,26000,8.15,212000,188.75,Tons ,40014000
2020,181999,HAY ALFALFA ,39,Madera ,8900,6.81,60600,215.03,Tons ,13031000
2020,181999,HAY ALFALFA ,47,Merced ,49300,6.57,324000,200.98,Tons ,65117000
2020,181999,HAY ALFALFA ,49,Modoc ,36000,7,252000,169.96,Tons ,42829000
2020,181999,HAY ALFALFA ,51,Mono ,  ,  ,59500,203.93,Tons ,12134000
2020,181999,HAY ALFALFA ,53,Monterey ,913,3.22,2940,108.84,Tons ,320000
2020,181999,HAY ALFALFA ,63,Plumas ,5650,3.5,19800,224.85,Tons ,4452000
2020,181999,HAY ALFALFA ,65,Riverside ,58900,8,471000,207.82,Tons ,97885000
2020,181999,HAY ALFALFA ,67,Sacramento ,14800,6.12,90600,185.02,Tons ,16763000
2020,181999,HAY ALFALFA ,71,San Bernardino ,10700,6.98,74700,201.9,Tons ,15082000
2020,181999,HAY ALFALFA ,77,San Joaquin ,41700,7.12,297000,185.08,Tons ,54968000
2020,181999,HAY ALFALFA ,79,San Luis Obispo ,1060,5.24,5550,275.14,Tons ,1527000
2020,181999,HAY ALFALFA ,89,Shasta ,3100,7.29,22600,232.3,Tons ,5250000
2020,181999,HAY ALFALFA ,91,Sierra ,3220,2.75,8860,225.06,Tons ,1994000
2020,181999,HAY ALFALFA ,93,Siskiyou ,35000,6.26,219000,208.73,Tons ,45712000
2020,181999,HAY ALFALFA ,95,Solano ,25500,5.41,138000,189.43,Tons ,26142000
2020,181999,HAY ALFALFA ,99,Stanislaus ,13600,6.93,94200,196,Tons ,18463000
2020,181999,HAY ALFALFA ,101,Sutter ,4270,6.25,26700,238.61,Tons ,6371000
2020,181999,HAY ALFALFA ,103,Tehama ,1240,6.84,8480,203.54,Tons ,1726000
2020,181999,HAY ALFALFA ,107,Tulare ,37400,7.78,291000,208,Tons ,60528000
2020,181999,HAY ALFALFA ,113,Yolo ,24200,5.58,135000,202,Tons ,27270000
2020,181999,HAY ALFALFA ,115,Yuba ,240,7.21,1730,239.88,Tons ,415000
2020,181999,HAY ALFALFA ,999, State Totals,660979,7.22,4847800,192.73,Tons ,934296000
2020,188499,HAY GRAIN ,5,Amador ,884,  ,  ,  ,  ,402000
2020,188499,HAY GRAIN ,11,Colusa ,2440,3,7310,174.97,Tons ,1279000
2020,188499,HAY GRAIN ,13,Contra Costa ,2970,1.75,5200,126.35,Tons ,657000
2020,188499,HAY GRAIN ,19,Fresno ,22500,3.88,87300,125.01,Tons ,10913000
2020,188499,HAY GRAIN ,29,Kern ,12800,3.38,43200,145.46,Tons ,6284000
2020,188499,HAY GRAIN ,31,Kings ,3210,3.64,11700,106.07,Tons ,1241000
2020,188499,HAY GRAIN ,47,Merced ,30000,4.37,131000,122.81,Tons ,16088000
2020,188499,HAY GRAIN ,49,Modoc ,24900,4.98,124000,170.67,Tons ,21163000
2020,188499,HAY GRAIN ,63,Plumas ,985,3.01,2960,174.66,Tons ,517000
2020,188499,HAY GRAIN ,65,Riverside ,1480,4.3,6360,192.3,Tons ,1223000
2020,188499,HAY GRAIN ,67,Sacramento ,4050,3.11,12600,143.49,Tons ,1808000
2020,188499,HAY GRAIN ,69,San Benito ,10500,2.5,26300,224.56,Tons ,5906000
2020,188499,HAY GRAIN ,73,San Diego ,1730,1.99,3450,139.13,Tons ,480000
2020,188499,HAY GRAIN ,79,San Luis Obispo ,11000,2.26,24900,185.62,Tons ,4622000
2020,188499,HAY GRAIN ,81,San Mateo ,478,2,956,192.47,Tons ,184000
2020,188499,HAY GRAIN ,85,Santa Clara ,3010,2,6020,134.05,Tons ,807000
2020,188499,HAY GRAIN ,91,Sierra ,1010,2,2020,180.2,Tons ,364000
2020,188499,HAY GRAIN ,93,Siskiyou ,90,  ,  ,  ,  ,12500
2020,188499,HAY GRAIN ,95,Solano ,2350,3.15,7400,146.62,Tons ,1085000
2020,188499,HAY GRAIN ,97,Sonoma ,3040,2.9,8810,131.1,Tons ,1155000
2020,188499,HAY GRAIN ,99,Stanislaus ,23400,2.96,69200,148.01,Tons ,10242000
2020,188499,HAY GRAIN ,101,Sutter ,207,3.13,647,208.66,Tons ,135000
2020,188499,HAY GRAIN ,103,Tehama ,1900,1.59,3030,171.29,Tons ,519000
2020,188499,HAY GRAIN ,107,Tulare ,12800,2.34,30000,149,Tons ,4470000
2020,188499,HAY GRAIN ,113,Yolo ,8980,3.23,29000,136,Tons ,3944000
2020,188499,HAY GRAIN ,999, State Totals,186714,3.46,643363,147.8,Tons ,95500500
2020,195299,HAY GREEN CHOP ,97,Sonoma ,1080,4.79,5170,32.3,Tons ,167000
2020,195299,HAY GREEN CHOP ,991,Sum of Others ,2900,  ,  ,  ,  ,2561000
2020,195299,HAY GREEN CHOP ,999, State Totals,3980,4.79,5170,32.3,Tons ,2728000
2020,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,2790,1.65,4600,140,Tons ,644000
2020,188999,HAY OTHER UNSPECIFIED ,3,Alpine ,250,8,2000,198,Tons ,396000
2020,188999,HAY OTHER UNSPECIFIED ,17,El Dorado ,225,0.85,192,193.23,Tons ,37100
2020,188999,HAY OTHER UNSPECIFIED ,19,Fresno ,12700,2.74,34800,126.01,Tons ,4385000
2020,188999,HAY OTHER UNSPECIFIED ,21,Glenn ,1930,2.83,5470,121.02,Tons ,662000
2020,188999,HAY OTHER UNSPECIFIED ,25,Imperial ,93500,8.16,763000,136.62,Tons ,104239000
2020,188999,HAY OTHER UNSPECIFIED ,29,Kern ,2950,3.39,10000,149.6,Tons ,1496000
2020,188999,HAY OTHER UNSPECIFIED ,41,Marin ,1120,2.44,2730,136.63,Tons ,373000
2020,188999,HAY OTHER UNSPECIFIED ,55,Napa ,611,1.2,733,140.52,Tons ,103000
2020,188999,HAY OTHER UNSPECIFIED ,63,Plumas ,1010,2,2020,249.5,Tons ,504000
2020,188999,HAY OTHER UNSPECIFIED ,65,Riverside ,5830,8.01,46700,206.53,Tons ,9645000
2020,188999,HAY OTHER UNSPECIFIED ,67,Sacramento ,1160,3.3,3830,164.23,Tons ,629000
2020,188999,HAY OTHER UNSPECIFIED ,77,San Joaquin ,3870,3.62,14000,156.43,Tons ,2190000
2020,188999,HAY OTHER UNSPECIFIED ,89,Shasta ,17500,4.46,78000,244,Tons ,19032000
2020,188999,HAY OTHER UNSPECIFIED ,91,Sierra ,825,2.1,1730,250.29,Tons ,433000
2020,188999,HAY OTHER UNSPECIFIED ,93,Siskiyou ,20500,4.43,90800,229.5,Tons ,20839000
2020,188999,HAY OTHER UNSPECIFIED ,95,Solano ,9270,2.76,25600,141.05,Tons ,3611000
2020,188999,HAY OTHER UNSPECIFIED ,99,Stanislaus ,9580,  ,  ,  ,  ,4889000
2020,188999,HAY OTHER UNSPECIFIED ,109,Tuolumne ,352,1.5,528,129.92,Tons ,68600
2020,188999,HAY OTHER UNSPECIFIED ,115,Yuba ,1410,2.7,3800,199.74,Tons ,759000
2020,188999,HAY OTHER UNSPECIFIED ,991,Sum of Others ,13831,  ,  ,  ,,6220000
2020,188999,HAY OTHER UNSPECIFIED ,999, State Totals,201214,6.13,1090533,155.93,Tons ,181154700
2020,188899,HAY SUDAN ,25,Imperial ,47000,4.89,230000,152.09,Tons ,34981000
2020,188899,HAY SUDAN ,47,Merced ,11500,3.94,45300,134.15,Tons ,6077000
2020,188899,HAY SUDAN ,65,Riverside ,2900,5,14500,122.62,Tons ,1778000
2020,188899,HAY SUDAN ,71,San Bernardino ,774,9.97,7720,200.13,Tons ,1545000
2020,188899,HAY SUDAN ,83,Santa Barbara ,17,  ,  ,  ,  ,7140
2020,188899,HAY SUDAN ,95,Solano ,3780,3.62,13700,144.6,Tons ,1981000
2020,188899,HAY SUDAN ,107,Tulare ,10300,4.18,43100,160,Tons ,6896000
2020,188899,HAY SUDAN ,999, State Totals,76271,4.65,354320,150.31,Tons ,53265140
2020,188799,HAY WILD ,49,Modoc ,2720,5,13600,299.85,Tons ,4078000
2020,188799,HAY WILD ,81,San Mateo ,155,1.66,257,105.84,Tons ,27200
2020,188799,HAY WILD ,97,Sonoma ,676,1.6,1080,137.96,Tons ,149000
2020,188799,HAY WILD ,999, State Totals,3551,4.21,14937,284.81,Tons ,4254200
2020,121799,HEMP UNSPECIFIED,63,Plumas ,20,  ,  ,  ,  ,8920000
2020,121799,HEMP UNSPECIFIED,65,Riverside ,260,  ,  ,  ,  ,10800000
2020,121799,HEMP UNSPECIFIED,69,San Benito ,438,  ,  ,  ,  ,16245000
2020,121799,HEMP UNSPECIFIED,111,Ventura ,584,  ,  ,  ,  ,5968000
2020,121799,HEMP UNSPECIFIED,991,Sum of Others ,576,  ,  ,  ,,7804000
2020,121799,HEMP UNSPECIFIED,999, State Totals,1878,  ,,  ,    ,49737000
2020,429999,HOGS & PIGS UNSPECIFIED ,5,Amador ,  ,  ,  ,  ,  ,23300
2020,429999,HOGS & PIGS UNSPECIFIED ,19,Fresno ,  ,  ,  ,  ,  ,10948000
2020,429999,HOGS & PIGS UNSPECIFIED ,21,Glenn ,  ,  ,  ,  ,  ,75000
2020,429999,HOGS & PIGS UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,116000
2020,429999,HOGS & PIGS UNSPECIFIED ,45,Mendocino ,  ,  ,  ,  ,  ,80800
2020,429999,HOGS & PIGS UNSPECIFIED ,53,Monterey ,  ,  ,  ,  ,  ,251000
2020,429999,HOGS & PIGS UNSPECIFIED ,63,Plumas ,  ,  ,  ,  ,  ,60400
2020,429999,HOGS & PIGS UNSPECIFIED ,73,San Diego ,  ,  ,  ,  ,  ,218000
2020,429999,HOGS & PIGS UNSPECIFIED ,89,Shasta ,  ,  ,  ,  ,  ,98000
2020,429999,HOGS & PIGS UNSPECIFIED ,91,Sierra ,  ,  ,  ,  ,  ,45600
2020,429999,HOGS & PIGS UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,390000
2020,429999,HOGS & PIGS UNSPECIFIED ,99,Stanislaus ,  ,  ,  ,  ,  ,3767000
2020,429999,HOGS & PIGS UNSPECIFIED ,999, State Totals,,,,  ,    ,16073100
2020,191999,HOPS ,991,Sum of Others ,1,  ,  ,  ,  ,1000
2020,191999,HOPS ,999, State Totals,1,  ,,  ,    ,1000
2020,393999,HORSERADISH ,49,Modoc ,825,2.5,2060,500.49,Tons ,1031000
2020,393999,HORSERADISH ,93,Siskiyou ,170,0.12,21,10619.05,Tons ,223000
2020,393999,HORSERADISH ,999, State Totals,995,2.09,2081,602.59,Tons ,1254000
2020,198499,JERUSALEM ARTICHOKES ,991,Sum of Others ,3,  ,  ,  ,  ,10600
2020,198499,JERUSALEM ARTICHOKES ,999, State Totals,3,  ,,  ,    ,10600
2020,337999,KALE ,53,Monterey ,1750,7.37,12900,1080,Tons ,13932000
2020,337999,KALE ,65,Riverside ,316,5.51,1740,1394.25,Tons ,2426000
2020,337999,KALE ,69,San Benito ,982,11,10800,1125.19,Tons ,12152000
2020,337999,KALE ,79,San Luis Obispo ,197,23.3,4590,1403.05,Tons ,6440000
2020,337999,KALE ,111,Ventura ,1170,3.86,4520,6769.03,Tons ,30596000
2020,337999,KALE ,999, State Totals,4415,7.83,34550,1897.13,Tons ,65546000
2020,229999,KIWIFRUIT ,7,Butte ,573,3.46,1980,1098.48,Tons ,2175000
2020,229999,KIWIFRUIT ,107,Tulare ,1890,7.46,14100,1570,Tons ,22137000
2020,229999,KIWIFRUIT ,115,Yuba ,1250,3.06,3820,2381.15,Tons ,9096000
2020,229999,KIWIFRUIT ,999, State Totals,3713,5.36,19900,1678.79,Tons ,33408000
2020,207999,KUMQUATS ,73,San Diego ,47,3.87,182,3840.66,Tons ,699000
2020,207999,KUMQUATS ,999, State Totals,47,3.87,182,3840.66,Tons ,699000
2020,387999,LEEKS ,53,Monterey ,568,12.1,6870,1540.03,Tons ,10580000
2020,387999,LEEKS ,81,San Mateo ,77,13.64,1050,1188.57,Tons ,1248000
2020,387999,LEEKS ,999, State Totals,645,12.28,7920,1493.43,Tons ,11828000
2020,204999,LEMONS ALL ,19,Fresno ,3920,20.48,80300,990,Tons ,79497000
2020,204999,LEMONS ALL ,25,Imperial ,4440,17.52,77800,632.71,Tons ,49225000
2020,204999,LEMONS ALL ,29,Kern ,4560,19.17,87400,1098.48,Tons ,96007000
2020,204999,LEMONS ALL ,53,Monterey ,1360,25,34000,1080,Tons ,36720000
2020,204999,LEMONS ALL ,65,Riverside ,7840,9.15,71700,918.98,Tons ,65891000
2020,204999,LEMONS ALL ,73,San Diego ,3260,22.48,73300,1082.32,Tons ,79334000
2020,204999,LEMONS ALL ,79,San Luis Obispo ,1680,17.14,28800,583.44,Tons ,16803000
2020,204999,LEMONS ALL ,83,Santa Barbara ,1490,16.91,25200,370.36,Tons ,9333000
2020,204999,LEMONS ALL ,107,Tulare ,11800,16.86,199000,1350,Tons ,268650000
2020,204999,LEMONS ALL ,111,Ventura ,17000,20.12,342000,632.13,Tons ,216190000
2020,204999,LEMONS ALL ,999, State Totals,57350,17.78,1019500,900.1,Tons ,917650000
2020,340999,LETTUCE HEAD ,19,Fresno ,6030,18.24,110000,595.92,Tons ,65551000
2020,340999,LETTUCE HEAD ,25,Imperial ,5550,17.66,98000,664.43,Tons ,65114000
2020,340999,LETTUCE HEAD ,53,Monterey ,39000,24.15,942000,454.97,Tons ,428580000
2020,340999,LETTUCE HEAD ,65,Riverside ,2380,8.99,21400,1001.5,Tons ,21432000
2020,340999,LETTUCE HEAD ,69,San Benito ,842,17.22,14500,332.62,Tons ,4823000
2020,340999,LETTUCE HEAD ,79,San Luis Obispo ,3320,19.49,64700,384.23,Tons ,24860000
2020,340999,LETTUCE HEAD ,83,Santa Barbara ,8970,  ,  ,  ,  ,74298000
2020,340999,LETTUCE HEAD ,87,Santa Cruz ,1710,22.05,37700,335.41,Tons ,12645000
2020,340999,LETTUCE HEAD ,999, State Totals,67802,21.9,1288300,483.59,Tons ,697303000
2020,342999,LETTUCE LEAF ,25,Imperial ,12000,8.5,102000,1078.94,Tons ,110052000
2020,342999,LETTUCE LEAF ,53,Monterey ,20900,9.33,195000,624.95,Tons ,121866000
2020,342999,LETTUCE LEAF ,79,San Luis Obispo ,706,12.35,8720,1204.82,Tons ,10506000
2020,342999,LETTUCE LEAF ,83,Santa Barbara ,6150,  ,  ,  ,  ,78084000
2020,342999,LETTUCE LEAF ,87,Santa Cruz ,1420,16.48,23400,543.25,Tons ,12712000
2020,342999,LETTUCE LEAF ,111,Ventura ,587,19.25,11300,2451.24,Tons ,27699000
2020,342999,LETTUCE LEAF ,999, State Totals,41763,9.56,340420,830.84,Tons ,360919000
2020,341999,LETTUCE ROMAINE ,25,Imperial ,9940,14.69,146000,520.39,Tons ,75977000
2020,341999,LETTUCE ROMAINE ,53,Monterey ,33400,32.16,1074000,545.67,Tons ,586050000
2020,341999,LETTUCE ROMAINE ,65,Riverside ,885,13.11,11600,590.95,Tons ,6855000
2020,341999,LETTUCE ROMAINE ,69,San Benito ,2760,12.28,33900,436.61,Tons ,14801000
2020,341999,LETTUCE ROMAINE ,111,Ventura ,1040,17.98,18700,194.49,Tons ,3637000
2020,341999,LETTUCE ROMAINE ,999, State Totals,48025,26.74,1284200,535.21,Tons ,687320000
2020,339999,LETTUCE UNSPECIFIED ,19,Fresno ,3880,11.88,46100,1306.01,Tons ,60207000
2020,339999,LETTUCE UNSPECIFIED ,49,Modoc ,42,4.19,176,3517.05,Tons ,619000
2020,339999,LETTUCE UNSPECIFIED ,71,San Bernardino ,43,13.4,576,647.57,Tons ,373000
2020,339999,LETTUCE UNSPECIFIED ,85,Santa Clara ,2110,9.29,19600,666.22,Tons ,13058000
2020,339999,LETTUCE UNSPECIFIED ,999, State Totals,6075,10.94,66452,1117.45,Tons ,74257000
2020,205999,LIMES ALL ,73,San Diego ,175,6,1050,1894.29,Tons ,1989000
2020,205999,LIMES ALL ,999, State Totals,175,6,1050,1894.29,Tons ,1989000
2020,478999,LIVESTOCK PRODUCTS MISC,1,Alameda ,  ,  ,  ,  ,  ,520000
2020,478999,LIVESTOCK PRODUCTS MISC,5,Amador ,  ,  ,  ,  ,  ,105000
2020,478999,LIVESTOCK PRODUCTS MISC,9,Calaveras ,  ,  ,  ,  ,  ,6830
2020,478999,LIVESTOCK PRODUCTS MISC,11,Colusa ,  ,  ,  ,  ,  ,50000
2020,478999,LIVESTOCK PRODUCTS MISC,33,Lake ,  ,  ,  ,  ,  ,90300
2020,478999,LIVESTOCK PRODUCTS MISC,43,Mariposa ,  ,  ,  ,  ,  ,1015000
2020,478999,LIVESTOCK PRODUCTS MISC,45,Mendocino ,  ,  ,  ,  ,  ,1397000
2020,478999,LIVESTOCK PRODUCTS MISC,53,Monterey ,  ,  ,  ,  ,  ,28000000
2020,478999,LIVESTOCK PRODUCTS MISC,55,Napa ,  ,  ,  ,  ,  ,1140000
2020,478999,LIVESTOCK PRODUCTS MISC,61,Placer ,  ,  ,  ,  ,  ,1736000
2020,478999,LIVESTOCK PRODUCTS MISC,65,Riverside ,  ,  ,  ,  ,  ,1680000
2020,478999,LIVESTOCK PRODUCTS MISC,67,Sacramento ,  ,  ,  ,  ,  ,569000
2020,478999,LIVESTOCK PRODUCTS MISC,69,San Benito ,  ,  ,  ,  ,  ,2665000
2020,478999,LIVESTOCK PRODUCTS MISC,81,San Mateo ,  ,  ,  ,  ,  ,948000
2020,478999,LIVESTOCK PRODUCTS MISC,95,Solano ,  ,  ,  ,  ,  ,20016000
2020,478999,LIVESTOCK PRODUCTS MISC,97,Sonoma ,  ,  ,  ,  ,  ,33134000
2020,478999,LIVESTOCK PRODUCTS MISC,107,Tulare ,  ,  ,  ,  ,  ,1608000
2020,478999,LIVESTOCK PRODUCTS MISC,109,Tuolumne ,  ,  ,  ,  ,  ,162000
2020,478999,LIVESTOCK PRODUCTS MISC,113,Yolo ,  ,  ,  ,  ,  ,2905000
2020,478999,LIVESTOCK PRODUCTS MISC,991,Sum of Others ,  ,  ,  ,  ,  ,15272000
2020,478999,LIVESTOCK PRODUCTS MISC,999, State Totals,,  ,,  ,    ,113019130
2020,469999,LIVESTOCK UNSPECIFIED ,5,Amador ,  ,  ,  ,  ,  ,372000
2020,469999,LIVESTOCK UNSPECIFIED ,7,Butte ,  ,  ,  ,  ,  ,1800000
2020,469999,LIVESTOCK UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,27100
2020,469999,LIVESTOCK UNSPECIFIED ,11,Colusa ,  ,  ,  ,  ,  ,1800000
2020,469999,LIVESTOCK UNSPECIFIED ,13,Contra Costa ,  ,  ,  ,  ,  ,1608000
2020,469999,LIVESTOCK UNSPECIFIED ,17,El Dorado ,  ,  ,  ,  ,  ,2524000
2020,469999,LIVESTOCK UNSPECIFIED ,25,Imperial ,  ,  ,  ,  ,  ,43566000
2020,469999,LIVESTOCK UNSPECIFIED ,27,Inyo ,  ,  ,  ,  ,  ,141000
2020,469999,LIVESTOCK UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,780000
2020,469999,LIVESTOCK UNSPECIFIED ,31,Kings ,  ,  ,  ,  ,  ,465000
2020,469999,LIVESTOCK UNSPECIFIED ,33,Lake ,  ,  ,  ,  ,  ,1320000
2020,469999,LIVESTOCK UNSPECIFIED ,43,Mariposa ,  ,  ,  ,  ,  ,1131000
2020,469999,LIVESTOCK UNSPECIFIED ,45,Mendocino ,  ,  ,  ,  ,  ,484000
2020,469999,LIVESTOCK UNSPECIFIED ,51,Mono ,  ,  ,  ,  ,  ,2066000
2020,469999,LIVESTOCK UNSPECIFIED ,55,Napa ,  ,  ,  ,  ,  ,13700
2020,469999,LIVESTOCK UNSPECIFIED ,57,Nevada ,  ,  ,  ,  ,  ,558000
2020,469999,LIVESTOCK UNSPECIFIED ,61,Placer ,  ,  ,  ,  ,  ,2279000
2020,469999,LIVESTOCK UNSPECIFIED ,67,Sacramento ,  ,  ,  ,  ,  ,566000
2020,469999,LIVESTOCK UNSPECIFIED ,77,San Joaquin ,  ,  ,  ,  ,  ,6125000
2020,469999,LIVESTOCK UNSPECIFIED ,79,San Luis Obispo ,  ,  ,  ,  ,  ,3432000
2020,469999,LIVESTOCK UNSPECIFIED ,81,San Mateo ,  ,  ,  ,  ,,2043000
2020,469999,LIVESTOCK UNSPECIFIED ,85,Santa Clara ,  ,  ,  ,  ,  ,224000
2020,469999,LIVESTOCK UNSPECIFIED ,87,Santa Cruz ,  ,  ,  ,  ,  ,7166000
2020,469999,LIVESTOCK UNSPECIFIED ,89,Shasta ,  ,  ,  ,  ,  ,3533000
2020,469999,LIVESTOCK UNSPECIFIED ,93,Siskiyou ,  ,  ,  ,  ,  ,288000
2020,469999,LIVESTOCK UNSPECIFIED ,95,Solano ,  ,  ,  ,  ,  ,1368000
2020,469999,LIVESTOCK UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,43446000
2020,469999,LIVESTOCK UNSPECIFIED ,101,Sutter ,  ,  ,  ,  ,  ,1633000
2020,469999,LIVESTOCK UNSPECIFIED ,103,Tehama ,  ,  ,  ,  ,  ,130000
2020,469999,LIVESTOCK UNSPECIFIED ,107,Tulare ,  ,  ,  ,  ,  ,8784000
2020,469999,LIVESTOCK UNSPECIFIED ,109,Tuolumne ,  ,  ,  ,  ,  ,11992000
2020,469999,LIVESTOCK UNSPECIFIED ,111,Ventura ,  ,  ,  ,  ,  ,4076000
2020,469999,LIVESTOCK UNSPECIFIED ,113,Yolo ,  ,  ,  ,  ,  ,1110000
2020,469999,LIVESTOCK UNSPECIFIED ,115,Yuba ,  ,  ,  ,  ,  ,23468000
2020,469999,LIVESTOCK UNSPECIFIED ,991,Sum of Others ,  ,  ,  ,  ,  ,580886840
2020,469999,LIVESTOCK UNSPECIFIED ,999, State Totals,,,,  ,    ,761205640
2020,267999,MACADAMIA NUTS ,991,Sum of Others ,3,  ,  ,  ,  ,1100
2020,267999,MACADAMIA NUTS ,999, State Totals,3,  ,,  ,    ,1100
2020,478799,MANURE ,19,Fresno ,  ,  ,1905000,4.3,Tons ,8192000
2020,478799,MANURE ,29,Kern ,  ,  ,614000,5.4,Tons ,3318000
2020,478799,MANURE ,31,Kings ,  ,  ,641000,4.1,Tons ,2626000
2020,478799,MANURE ,47,Merced ,  ,  ,1607000,8.68,Tons ,13955000
2020,478799,MANURE ,77,San Joaquin ,  ,  ,220000,4.03,Tons ,886000
2020,478799,MANURE ,99,Stanislaus ,  ,  ,814000,8.29,Tons ,6745000
2020,478799,MANURE ,107,Tulare ,  ,  ,2892000,3.78,Tons ,10932000
2020,478799,MANURE ,991,Sum of Others ,  ,  ,  ,  ,  ,604000
2020,478799,MANURE ,999, State Totals,,  ,8693000,5.37,Tons ,47258000
2020,343999,MELONS CANTALOUPE ,19,Fresno ,9330,17.26,161000,477,Tons ,76797000
2020,343999,MELONS CANTALOUPE ,25,Imperial ,3560,36.24,129000,446.35,Tons ,57579000
2020,343999,MELONS CANTALOUPE ,47,Merced ,1650,17.15,28300,320.78,Tons ,9078000
2020,343999,MELONS CANTALOUPE ,65,Riverside ,840,15.95,13400,401.19,Tons ,5376000
2020,343999,MELONS CANTALOUPE ,999, State Totals,15380,21.57,331700,448.69,Tons ,148830000
2020,346999,MELONS CRENSHAW ,991,Sum of Others ,  ,  ,  ,  ,  ,1000
2020,346999,MELONS CRENSHAW ,999, State Totals,,  ,,  ,    ,1000
2020,348999,MELONS HONEYDEW ,19,Fresno ,5910,17.09,101000,475,Tons ,47975000
2020,348999,MELONS HONEYDEW ,25,Imperial ,804,10.55,8480,541.86,Tons ,4595000
2020,348999,MELONS HONEYDEW ,65,Riverside ,401,15.96,6400,501.25,Tons ,3208000
2020,348999,MELONS HONEYDEW ,999, State Totals,7115,16.29,115880,481.34,Tons ,55778000
2020,354299,MELONS UNSPECIFIED ,19,Fresno ,2690,13.2,35500,595.01,Tons ,21123000
2020,354299,MELONS UNSPECIFIED ,59,Orange ,3,8.33,25,444,Tons ,11100
2020,354299,MELONS UNSPECIFIED ,65,Riverside ,926,15.98,14800,508.65,Tons ,7528000
2020,354299,MELONS UNSPECIFIED ,77,San Joaquin ,902,15.08,13600,253.24,Tons ,3444000
2020,354299,MELONS UNSPECIFIED ,99,Stanislaus ,3210,  ,  ,  ,  ,25578000
2020,354299,MELONS UNSPECIFIED ,999, State Totals,7731,14.14,63925,502.25,Tons ,57684100
2020,354999,MELONS WATERMELON ,19,Fresno ,2770,24.98,69200,499,Tons ,34531000
2020,354999,MELONS WATERMELON ,25,Imperial ,288,32.92,9480,804.64,Tons ,7628000
2020,354999,MELONS WATERMELON ,29,Kern ,1560,32.37,50500,372.08,Tons ,18790000
2020,354999,MELONS WATERMELON ,65,Riverside ,1110,  ,  ,  ,,6100000
2020,354999,MELONS WATERMELON ,71,San Bernardino ,56,21.25,1190,500.84,Tons ,596000
2020,354999,MELONS WATERMELON ,77,San Joaquin ,1800,46.39,83500,430.38,Tons ,35937000
2020,354999,MELONS WATERMELON ,999, State Totals,7584,33.04,213870,455.8,Tons ,103582000
2020,501999,MILK COW'S UNSPECIFIED ,7,Butte ,  ,  ,  ,  ,,1191000
2020,501999,MILK COW'S UNSPECIFIED ,19,Fresno ,  ,  ,24541000,18.93,Cwt ,464561000
2020,501999,MILK COW'S UNSPECIFIED ,21,Glenn ,  ,  ,3540000,18.7,Cwt ,66198000
2020,501999,MILK COW'S UNSPECIFIED ,29,Kern ,  ,  ,35200000,18.8,Cwt ,661760000
2020,501999,MILK COW'S UNSPECIFIED ,31,Kings ,  ,  ,37330000,18.6,Cwt ,694338000
2020,501999,MILK COW'S UNSPECIFIED ,39,Madera ,  ,  ,17090000,18.6,Cwt ,317874000
2020,501999,MILK COW'S UNSPECIFIED ,47,Merced ,  ,  ,56200000,18.7,Cwt ,1050940000
2020,501999,MILK COW'S UNSPECIFIED ,65,Riverside ,  ,  ,9600000,19,Cwt ,182400000
2020,501999,MILK COW'S UNSPECIFIED ,67,Sacramento ,  ,  ,3430000,18.7,Cwt ,64141000
2020,501999,MILK COW'S UNSPECIFIED ,77,San Joaquin ,  ,  ,23520000,18.7,Cwt ,439824000
2020,501999,MILK COW'S UNSPECIFIED ,97,Sonoma ,  ,  ,6227000,25.34,Cwt ,157777000
2020,501999,MILK COW'S UNSPECIFIED ,99,Stanislaus ,  ,  ,39171000,18.7,Cwt ,732500000
2020,501999,MILK COW'S UNSPECIFIED ,107,Tulare ,  ,  ,100360000,18.6,Cwt ,1866696000
2020,501999,MILK COW'S UNSPECIFIED ,999, State Totals,,  ,356209000,18.81,Cwt ,6700200000
2020,501299,MILK MANUFACTURING ,71,San Bernardino ,  ,  ,  ,  ,  ,4072000
2020,501299,MILK MANUFACTURING ,999, State Totals,,  ,,  ,    ,4072000
2020,501199,MILK MARKET FLUID ,41,Marin ,  ,  ,1193000,32.5,Cwt ,38769000
2020,501199,MILK MARKET FLUID ,71,San Bernardino ,  ,  ,  ,  ,  ,108379000
2020,501199,MILK MARKET FLUID ,93,Siskiyou ,  ,  ,200000,16.9,Cwt ,3380000
